Zip,City,State,Latitude,Longitude,Timezone,Daylight savings time flag,geopoint
81148,Romeo,CO,37.171583,-105.98648,-7,1,37.171583
81423,Norwood,CO,38.082231,-108.2586,-7,1,38.082231
81505,Grand Junction,CO,39.112514,-108.60506,-7,1,39.112514
81624,Collbran,CO,39.220166,-107.93414,-7,1,39.220166
80402,Golden,CO,39.522014,-105.223945,-7,1,39.522014
80235,Denver,CO,39.648328,-105.08431,-7,1,39.648328
80620,Evans,CO,40.378019,-104.70357,-7,1,40.378019
81001,Pueblo,CO,38.282872,-104.57029,-7,1,38.282872
80202,Denver,CO,39.751586,-104.99699,-7,1,39.751586
80454,Indian Hills,CO,39.631254,-105.26071,-7,1,39.631254
81422,Naturita,CO,38.296229,-108.68079,-7,1,38.296229
80720,Akron,CO,40.124199,-103.18362,-7,1,40.124199
81658,Vail,CO,39.624171,-106.497314,-7,1,39.624171
80230,Denver,CO,39.721763,-104.89627,-7,1,39.721763
80836,Stratton,CO,39.29782,-102.59745,-7,1,39.29782
81290,Florence,CO,38.358421,-105.106881,-7,1,38.358421
81062,Olney Springs,CO,38.193937,-103.92275,-7,1,38.193937
80940,Colorado Springs,CO,38.82469,-104.562027,-7,1,38.82469
80946,Colorado Springs,CO,38.82469,-104.562027,-7,1,38.82469
80266,Denver,CO,39.747179,-104.991511,-7,1,39.747179
80329,Boulder,CO,40.087835,-105.373507,-7,1,40.087835
80640,Henderson,CO,39.885202,-104.88339,-7,1,39.885202
80538,Loveland,CO,40.435645,-105.08726,-7,1,40.435645
81429,Paradox,CO,38.371101,-108.969823,-7,1,38.371101
80835,Simla,CO,39.172831,-104.08793,-7,1,39.172831
80432,Como,CO,39.24344,-105.79431,-7,1,39.24344
80546,Severance,CO,40.524987,-104.850544,-7,1,40.524987
80922,Colorado Springs,CO,38.897344,-104.70145,-7,1,38.897344
80653,Weldona,CO,40.36593,-104.00612,-7,1,40.36593
80638,Greeley,CO,40.500919,-104.31497,-7,1,40.500919
81091,Weston,CO,37.193451,-104.97188,-7,1,37.193451
80420,Alma,CO,39.293921,-106.06889,-7,1,39.293921
80831,Peyton,CO,38.96634,-104.54313,-7,1,38.96634
81071,Sheridan Lake,CO,38.44672,-102.24844,-7,1,38.44672
80520,Firestone,CO,40.115501,-104.93637,-7,1,40.115501
80732,Hereford,CO,40.975104,-104.305265,-7,1,40.975104
81332,Rico,CO,37.713158,-108.02585,-7,1,37.713158
80826,Limon,CO,39.041435,-103.604851,-7,1,39.041435
81630,De Beque,CO,39.378823,-108.34069,-7,1,39.378823
81058,Manzanola,CO,38.107593,-103.86848,-7,1,38.107593
81210,Almont,CO,38.778749,-106.62831,-7,1,38.778749
80305,Boulder,CO,39.979691,-105.252586,-7,1,39.979691
80321,Boulder,CO,40.087835,-105.373507,-7,1,40.087835
80238,Denver,CO,39.738752,-104.408349,-7,1,39.738752
81081,Trinchera,CO,37.096255,-104.14826,-7,1,37.096255
81633,Dinosaur,CO,40.377031,-108.398991,-7,1,40.377031
80866,Woodland Park,CO,39.085706,-105.23659,-7,1,39.085706
80532,Glen Haven,CO,40.497758,-105.43325,-7,1,40.497758
81402,Montrose,CO,38.485093,-107.885975,-7,1,38.485093
80470,Pine,CO,39.45658,-105.36876,-7,1,39.45658
80216,Denver,CO,39.784622,-104.96214,-7,1,39.784622
80924,Breckenridge,CO,39.527772,-106.039412,-7,1,39.527772
80232,Denver,CO,39.690387,-105.08866,-7,1,39.690387
80425,Buffalo Creek,CO,39.361089,-105.22472,-7,1,39.361089
80514,Dacono,CO,40.083475,-104.93581,-7,1,40.083475
80534,Johnstown,CO,40.335398,-104.91477,-7,1,40.335398
81212,Canon City,CO,38.464212,-105.27973,-7,1,38.464212
80007,Arvada,CO,39.833442,-105.18591,-7,1,39.833442
80547,Timnath,CO,40.528966,-104.98083,-7,1,40.528966
80825,Kit Carson,CO,38.765737,-102.78889,-7,1,38.765737
81079,Colorado City,CO,37.951881,-104.858227,-7,1,37.951881
81523,Glade Park,CO,38.958934,-108.85126,-7,1,38.958934
81623,Carbondale,CO,39.335504,-107.1882,-7,1,39.335504
80949,Colorado Springs,CO,38.82469,-104.562027,-7,1,38.82469
81224,Crested Butte,CO,38.865307,-106.96556,-7,1,38.865307
81410,Austin,CO,38.79053,-107.97404,-7,1,38.79053
80435,Dillon,CO,39.607479,-105.97937,-7,1,39.607479
81024,Boncarbo,CO,37.229888,-104.71063,-7,1,37.229888
80221,Denver,CO,39.816536,-105.01123,-7,1,39.816536
81640,Maybell,CO,40.594344,-108.39974,-7,1,40.594344
80042,Aurora,CO,39.80797,-104.407918,-7,1,39.80797
80912,Colorado Springs,CO,38.82469,-104.562027,-7,1,38.82469
81040,Gardner,CO,37.777997,-105.20072,-7,1,37.777997
81414,Cory,CO,38.788697,-107.986174,-7,1,38.788697
81335,Yellow Jacket,CO,37.508184,-108.78311,-7,1,37.508184
81303,Durango,CO,37.222311,-107.653131,-7,1,37.222311
80509,Colorado Springs,CO,38.828692,-104.84063,-7,1,38.828692
80105,Deer Trail,CO,39.631741,-104.01594,-7,1,39.631741
81416,Delta,CO,38.733901,-108.08219,-7,1,38.733901
80309,Boulder,CO,40.087835,-105.373507,-7,1,40.087835
80807,Burlington,CO,39.3124,-102.25094,-7,1,39.3124
81076,Sugar City,CO,38.26144,-103.67101,-7,1,38.26144
80525,Fort Collins,CO,40.532354,-105.0535,-7,1,40.532354
80610,Ault,CO,40.61798,-104.66762,-7,1,40.61798
80934,Colorado Springs,CO,38.82469,-104.562027,-7,1,38.82469
80121,Littleton,CO,39.607386,-104.95805,-7,1,39.607386
80915,Colorado Springs,CO,38.858644,-104.70892,-7,1,38.858644
80293,Denver,CO,39.746286,-104.99008,-7,1,39.746286
81154,South Fork,CO,37.671046,-106.63177,-7,1,37.671046
80248,Denver,CO,39.738752,-104.408349,-7,1,39.738752
80449,Hartsel,CO,38.993175,-105.79916,-7,1,38.993175
81077,Swink,CO,38.015189,-103.62827,-7,1,38.015189
80932,Colorado Springs,CO,38.82469,-104.562027,-7,1,38.82469
81328,Mancos,CO,37.363564,-108.29691,-7,1,37.363564
80457,Kittredge,CO,39.653899,-105.30102,-7,1,39.653899
81044,Hasty,CO,38.039941,-102.94569,-7,1,38.039941
80515,Drake,CO,40.412496,-105.41818,-7,1,40.412496
80478,Tabernash,CO,40.00167,-105.8686,-7,1,40.00167
80403,Golden,CO,39.827903,-105.32256,-7,1,39.827903
81611,Aspen,CO,39.196857,-106.8191,-7,1,39.196857
80840,U S A F Academy,CO,39.008109,-104.84248,-7,1,39.008109
81138,Jaroso,CO,37.197731,-105.429395,-7,1,37.197731
80299,Denver,CO,39.738752,-104.408349,-7,1,39.738752
81084,Two Buttes,CO,37.567773,-102.39192,-7,1,37.567773
80206,Denver,CO,39.731237,-104.95243,-7,1,39.731237
81042,Gulnare,CO,37.315263,-104.73461,-7,1,37.315263
81149,Saguache,CO,38.120209,-106.22626,-7,1,38.120209
80016,Aurora,CO,39.595115,-104.7485,-7,1,39.595115
80864,Yoder,CO,38.688075,-104.17321,-7,1,38.688075
81242,Poncha Springs,CO,38.471892,-106.097284,-7,1,38.471892
80498,Silverthorne,CO,39.722417,-106.13744,-7,1,39.722417
81153,San Pablo,CO,37.127132,-105.3675,-7,1,37.127132
80419,Golden,CO,39.522014,-105.223945,-7,1,39.522014
81631,Eagle,CO,39.622314,-106.7751,-7,1,39.622314
81008,Pueblo,CO,38.370203,-104.61964,-7,1,38.370203
80528,Fort Collins,CO,40.502779,-105.01123,-7,1,40.502779
80814,Divide,CO,38.927344,-105.18746,-7,1,38.927344
80527,Fort Collins,CO,40.540565,-105.280009,-7,1,40.540565
81635,Parachute,CO,39.493283,-108.11571,-7,1,39.493283
80247,Denver,CO,39.693573,-104.876649,-7,1,39.693573
81025,Boone,CO,38.243711,-104.23282,-7,1,38.243711
80130,Lone Tree,CO,39.541571,-104.92152,-7,1,39.541571
80833,Rush,CO,38.694617,-103.96314,-7,1,38.694617
81222,Coaldale,CO,38.374462,-105.76738,-7,1,38.374462
80239,Denver,CO,39.788236,-104.83034,-7,1,39.788236
81434,Somerset,CO,38.994185,-107.35526,-7,1,38.994185
80421,Bailey,CO,39.460306,-105.476,-7,1,39.460306
81002,Pueblo,CO,38.128626,-104.552299,-7,1,38.128626
80541,Masonville,CO,40.529278,-105.372014,-7,1,40.529278
80314,Boulder,CO,40.087835,-105.373507,-7,1,40.087835
81645,Minturn,CO,39.459323,-106.37859,-7,1,39.459323
81215,Canon City,CO,38.477563,-105.476577,-7,1,38.477563
80219,Denver,CO,39.698137,-105.03483,-7,1,39.698137
81147,Pagosa Springs,CO,37.241179,-107.11287,-7,1,37.241179
80907,Colorado Springs,CO,38.873692,-104.81869,-7,1,38.873692
80154,Englewood,CO,39.738752,-104.408349,-7,1,39.738752
80759,Yuma,CO,40.169249,-102.69005,-7,1,40.169249
80970,Colorado Springs,CO,38.82469,-104.562027,-7,1,38.82469
80504,Longmont,CO,40.160138,-105.01772,-7,1,40.160138
81009,Pueblo,CO,38.128626,-104.552299,-7,1,38.128626
80602,Thornton,CO,39.958987,-104.908921,-7,1,39.958987
80553,Fort Collins,CO,40.628112,-105.569245,-7,1,40.628112
81330,Mesa Verde National Park,CO,37.237814,-108.50424,-7,1,37.237814
80017,Aurora,CO,39.695269,-104.78439,-7,1,39.695269
81324,Dove Creek,CO,37.775543,-108.92455,-7,1,37.775543
81612,Aspen,CO,39.223416,-106.882774,-7,1,39.223416
80237,Denver,CO,39.643637,-104.90406,-7,1,39.643637
80901,Colorado Springs,CO,38.861469,-104.857828,-7,1,38.861469
81140,La Jara,CO,37.274108,-106.05178,-7,1,37.274108
80451,Hot Sulphur Springs,CO,40.101485,-106.11862,-7,1,40.101485
81621,Basalt,CO,39.379423,-106.97082,-7,1,39.379423
81050,La Junta,CO,37.995879,-103.54001,-7,1,37.995879
80741,Merino,CO,40.508131,-103.41815,-7,1,40.508131
80821,Hugo,CO,39.020889,-103.48045,-7,1,39.020889
81054,Las Animas,CO,38.037435,-103.18631,-7,1,38.037435
81019,Colorado City,CO,37.887346,-104.613617,-7,1,37.887346
81122,Bayfield,CO,37.329743,-107.59026,-7,1,37.329743
80137,Watkins,CO,39.749664,-104.60811,-7,1,39.749664
80633,Greeley,CO,40.500919,-104.31497,-7,1,40.500919
80651,Platteville,CO,40.228533,-104.84267,-7,1,40.228533
81151,Sanford,CO,37.23354,-105.7477,-7,1,37.23354
80304,Boulder,CO,40.039784,-105.27938,-7,1,40.039784
80471,Pinecliffe,CO,39.947386,-105.459269,-7,1,39.947386
80630,Greeley,CO,40.405094,-104.800547,-7,1,40.405094
81248,Sargents,CO,38.410975,-106.47812,-7,1,38.410975
80644,Kersey,CO,40.363777,-104.51964,-7,1,40.363777
80125,Littleton,CO,39.479365,-105.06708,-7,1,39.479365
80214,Denver,CO,39.745526,-105.06251,-7,1,39.745526
80642,Hudson,CO,40.060539,-104.62943,-7,1,40.060539
80829,Manitou Springs,CO,38.853663,-104.93485,-7,1,38.853663
80220,Denver,CO,39.734387,-104.91678,-7,1,39.734387
80263,Denver,CO,39.738752,-104.408349,-7,1,39.738752
80750,Snyder,CO,40.382063,-103.60936,-7,1,40.382063
80933,Colorado Springs,CO,38.939371,-105.011786,-7,1,38.939371
81057,McClave,CO,38.136132,-102.88325,-7,1,38.136132
81415,Crawford,CO,38.636112,-107.59315,-7,1,38.636112
81625,Craig,CO,40.566113,-107.60818,-7,1,40.566113
80163,Littleton,CO,39.347863,-104.994708,-7,1,39.347863
80265,Denver,CO,39.738752,-104.408349,-7,1,39.738752
80549,Wellington,CO,40.762264,-105.01233,-7,1,40.762264
80203,Denver,CO,39.731286,-104.98306,-7,1,39.731286
80120,Littleton,CO,39.599687,-105.00658,-7,1,39.599687
80012,Aurora,CO,39.698387,-104.83956,-7,1,39.698387
81143,Moffat,CO,38.142453,-105.91579,-7,1,38.142453
81003,Pueblo,CO,38.281052,-104.62567,-7,1,38.281052
80452,Idaho Springs,CO,39.737369,-105.56054,-7,1,39.737369
81013,Pueblo,CO,38.128626,-104.552299,-7,1,38.128626
81029,Campo,CO,37.136682,-102.5296,-7,1,37.136682
81244,Rockvale,CO,38.353064,-105.18642,-7,1,38.353064
80815,Flagler,CO,39.348989,-103.07103,-7,1,39.348989
81082,Trinidad,CO,37.191882,-104.47809,-7,1,37.191882
81155,Villa Grove,CO,38.327695,-106.14476,-7,1,38.327695
80201,Denver,CO,39.726303,-104.856808,-7,1,39.726303
80109,Castle Rock,CO,39.380857,-104.89947,-7,1,39.380857
81123,Blanca,CO,37.419263,-105.58024,-7,1,37.419263
80742,New Raymer,CO,40.603869,-103.87807,-7,1,40.603869
80162,Littleton,CO,39.522014,-105.223945,-7,1,39.522014
81045,Haswell,CO,38.45313,-103.16965,-7,1,38.45313
81049,Kim,CO,37.242629,-103.47108,-7,1,37.242629
80014,Aurora,CO,39.665637,-104.83421,-7,1,39.665637
81012,Pueblo,CO,38.128626,-104.552299,-7,1,38.128626
80745,Padroni,CO,40.825947,-103.27669,-7,1,40.825947
80936,Colorado Springs,CO,38.82469,-104.562027,-7,1,38.82469
80705,Log Lane Village,CO,40.270801,-103.82915,-7,1,40.270801
80615,Eaton,CO,40.529241,-104.71181,-7,1,40.529241
81502,Grand Junction,CO,39.017876,-108.481354,-7,1,39.017876
80260,Denver,CO,39.868635,-105.00805,-7,1,39.868635
80218,Denver,CO,39.731237,-104.97133,-7,1,39.731237
81613,Snowmass Village,CO,39.212626,-106.941907,-7,1,39.212626
80003,Arvada,CO,39.825357,-105.06439,-7,1,39.825357
80436,Dumont,CO,39.766277,-105.61523,-7,1,39.766277
80862,Wild Horse,CO,38.922655,-103.02115,-7,1,38.922655
81136,Hooper,CO,37.779885,-105.81264,-7,1,37.779885
80295,Denver,CO,39.745486,-104.986336,-7,1,39.745486
80841,U S A F Academy,CO,38.82469,-104.562027,-7,1,38.82469
80962,Colorado Springs,CO,38.82469,-104.562027,-7,1,38.82469
80935,Colorado Springs,CO,38.82469,-104.562027,-7,1,38.82469
81135,Homelake,CO,37.615741,-106.375292,-7,1,37.615741
81421,Maher,CO,38.942927,-107.939831,-7,1,38.942927
81260,Basalt,CO,39.361605,-107.025486,-7,1,39.361605
80737,Julesburg,CO,40.916929,-102.21858,-7,1,40.916929
80243,Denver,CO,39.738752,-104.408349,-7,1,39.738752
81010,Pueblo,CO,38.128626,-104.552299,-7,1,38.128626
80819,Green Mountain Falls,CO,38.940813,-105.01363,-7,1,38.940813
81059,Model,CO,37.513166,-104.02959,-7,1,37.513166
81126,Chama,CO,37.175339,-105.34164,-7,1,37.175339
80925,Colorado Springs,CO,38.758252,-104.6555,-7,1,38.758252
80830,Matheson,CO,39.089871,-103.89534,-7,1,39.089871
80824,Kirk,CO,39.650653,-102.52694,-7,1,39.650653
81516,Snowmass Village,CO,39.225729,-106.937134,-7,1,39.225729
80122,Littleton,CO,39.582604,-104.95834,-7,1,39.582604
80812,Cope,CO,39.648325,-102.88722,-7,1,39.648325
80817,Fountain,CO,38.674013,-104.69627,-7,1,38.674013
81132,Del Norte,CO,37.731981,-106.39774,-7,1,37.731981
80645,La Salle,CO,40.332131,-104.68704,-7,1,40.332131
81069,Rye,CO,37.909758,-104.89892,-7,1,37.909758
80323,Boulder,CO,40.087835,-105.373507,-7,1,40.087835
80740,Lindon,CO,39.724528,-103.38353,-7,1,39.724528
80828,Limon,CO,39.273148,-103.69416,-7,1,39.273148
80124,Littleton,CO,39.543478,-104.89644,-7,1,39.543478
80434,Cowdrey,CO,40.92301,-106.33104,-7,1,40.92301
81620,Avon,CO,39.63298,-106.51534,-7,1,39.63298
80150,Englewood,CO,39.738752,-104.408349,-7,1,39.738752
80860,Victor,CO,38.719345,-105.12429,-7,1,38.719345
80611,Briggsdale,CO,40.581437,-104.26915,-7,1,40.581437
80533,Hygiene,CO,40.181515,-105.232695,-7,1,40.181515
80031,Westminster,CO,39.866785,-105.04143,-7,1,39.866785
80036,Westminster,CO,39.80797,-104.407918,-7,1,39.80797
81220,Cimarron,CO,38.321598,-107.4166,-7,1,38.321598
80997,Colorado Springs,CO,38.82469,-104.562027,-7,1,38.82469
80229,Denver,CO,39.859585,-104.95943,-7,1,39.859585
80210,Denver,CO,39.679437,-104.96473,-7,1,39.679437
80755,Vernon,CO,39.940858,-102.36417,-7,1,39.940858
80101,Agate,CO,39.378712,-104.02409,-7,1,39.378712
81506,Grand Junction,CO,39.106039,-108.54679,-7,1,39.106039
80013,Aurora,CO,39.659105,-104.7791,-7,1,39.659105
80456,Jefferson,CO,39.310793,-105.74027,-7,1,39.310793
81046,Hoehne,CO,37.279584,-104.358375,-7,1,37.279584
80502,Longmont,CO,40.087835,-105.373507,-7,1,40.087835
80516,Erie,CO,40.051051,-105.02767,-7,1,40.051051
81230,Gunnison,CO,38.464132,-106.95776,-7,1,38.464132
80027,Louisville,CO,39.963322,-105.15053,-7,1,39.963322
80461,Leadville,CO,39.231776,-106.31399,-7,1,39.231776
80231,Denver,CO,39.681687,-104.88338,-7,1,39.681687
81432,Ridgway,CO,38.131449,-107.77322,-7,1,38.131449
80929,Colorado Springs,CO,38.831149,-104.65178,-7,1,38.831149
80731,Haxtun,CO,40.593911,-102.58831,-7,1,40.593911
81043,Hartman,CO,38.119932,-102.21952,-7,1,38.119932
81131,Crestone,CO,37.945768,-105.69706,-7,1,37.945768
80045,Aurora,CO,39.746736,-104.838361,-7,1,39.746736
81648,Rangely,CO,40.011447,-108.77528,-7,1,40.011447
80264,Denver,CO,39.742486,-104.98563,-7,1,39.742486
80437,Evergreen,CO,39.522014,-105.223945,-7,1,39.522014
80022,Commerce City,CO,39.836586,-104.9039,-7,1,39.836586
80224,Denver,CO,39.688437,-104.91348,-7,1,39.688437
80246,Denver,CO,39.705318,-104.93113,-7,1,39.705318
81247,Gunnison,CO,38.457513,-107.292081,-7,1,38.457513
80746,Paoli,CO,40.610554,-102.472203,-7,1,40.610554
81239,Parlin,CO,38.618553,-106.54811,-7,1,38.618553
80488,Steamboat Springs,CO,40.619661,-106.860746,-7,1,40.619661
80270,Denver,CO,39.738752,-104.408349,-7,1,39.738752
80443,Frisco,CO,39.532506,-106.14029,-7,1,39.532506
80530,Frederick,CO,40.104211,-104.93576,-7,1,40.104211
80010,Aurora,CO,39.739387,-104.8621,-7,1,39.739387
80906,Colorado Springs,CO,38.791242,-104.82492,-7,1,38.791242
81526,Palisade,CO,39.1013,-108.367,-7,1,39.1013
80294,Denver,CO,39.749436,-104.98948,-7,1,39.749436
81036,Eads,CO,38.467553,-102.80439,-7,1,38.467553
80111,Englewood,CO,39.610431,-104.88139,-7,1,39.610431
81643,Mesa,CO,39.102266,-108.16033,-7,1,39.102266
80207,Denver,CO,39.759386,-104.91945,-7,1,39.759386
80482,Winter Park,CO,39.915508,-105.78359,-7,1,39.915508
80823,Karval,CO,38.709972,-103.54469,-7,1,38.709972
81223,Cotopaxi,CO,38.357344,-105.53192,-7,1,38.357344
81027,Branson,CO,37.095478,-103.84302,-7,1,37.095478
80448,Grant,CO,39.459109,-105.72873,-7,1,39.459109
80649,Orchard,CO,40.310272,-104.15685,-7,1,40.310272
81121,Arboles,CO,37.039131,-107.42271,-7,1,37.039131
81413,Cedaredge,CO,38.941926,-107.92669,-7,1,38.941926
80225,Denver,CO,39.69709,-105.12044,-7,1,39.69709
80423,Bond,CO,39.871619,-106.57267,-7,1,39.871619
80131,Louviers,CO,39.347863,-104.994708,-7,1,39.347863
80634,Greeley,CO,40.407853,-104.75498,-7,1,40.407853
80818,Genoa,CO,39.386933,-103.48219,-7,1,39.386933
80861,Vona,CO,39.36479,-102.75387,-7,1,39.36479
81426,Ophir,CO,37.860092,-107.86975,-7,1,37.860092
81022,Avondale,CO,38.089719,-104.37807,-7,1,38.089719
81334,Towaoc,CO,37.178946,-108.88769,-7,1,37.178946
80632,Greeley,CO,40.376626,-104.762899,-7,1,40.376626
80822,Joes,CO,39.633953,-102.69795,-7,1,39.633953
80019,Aurora,CO,39.784036,-104.72289,-7,1,39.784036
80107,Elizabeth,CO,39.397242,-104.58696,-7,1,39.397242
81302,Durango,CO,37.357249,-107.935945,-7,1,37.357249
80483,Yampa,CO,40.149432,-106.90681,-7,1,40.149432
81246,Canon City,CO,38.477563,-105.476577,-7,1,38.477563
81235,Lake City,CO,37.961233,-107.29953,-7,1,37.961233
80522,Fort Collins,CO,40.642907,-105.057005,-7,1,40.642907
80523,Fort Collins,CO,40.45553,-105.464832,-7,1,40.45553
80455,Jamestown,CO,40.094785,-105.39844,-7,1,40.094785
80735,Idalia,CO,39.709824,-102.24035,-7,1,39.709824
80751,Sterling,CO,40.633845,-103.21574,-7,1,40.633845
80539,Loveland,CO,40.38636,-105.163377,-7,1,40.38636
80127,Littleton,CO,39.599755,-105.13052,-7,1,39.599755
81134,Garcia,CO,37.092195,-105.530023,-7,1,37.092195
81047,Holly,CO,38.060575,-102.19677,-7,1,38.060575
80273,Denver,CO,39.727293,-104.987535,-7,1,39.727293
80612,Carr,CO,40.886476,-104.87448,-7,1,40.886476
80544,Niwot,CO,40.177043,-105.275045,-7,1,40.177043
80328,Boulder,CO,40.087835,-105.373507,-7,1,40.087835
80442,Fraser,CO,39.949217,-105.83438,-7,1,39.949217
81226,Florence,CO,38.387091,-105.1226,-7,1,38.387091
81419,Hotchkiss,CO,38.819199,-107.73704,-7,1,38.819199
80941,Colorado Springs,CO,38.82469,-104.562027,-7,1,38.82469
80004,Arvada,CO,39.81431,-105.12263,-7,1,39.81431
80947,Colorado Springs,CO,38.82469,-104.562027,-7,1,38.82469
80944,Colorado Springs,CO,38.82469,-104.562027,-7,1,38.82469
81433,Silverton,CO,37.868294,-107.62223,-7,1,37.868294
80102,Bennett,CO,39.760573,-104.431,-7,1,39.760573
80728,Fleming,CO,40.620805,-102.84813,-7,1,40.620805
