Zip,City,State,Latitude,Longitude,Timezone,Daylight savings time flag,geopoint
81101,Alamosa,CO,37.471802,-105.83471,-7,1,37.471802
80526,Fort Collins,CO,40.539432,-105.11576,-7,1,40.539432
81011,Pueblo,CO,38.128626,-104.552299,-7,1,38.128626
80517,Estes Park,CO,40.370415,-105.51722,-7,1,40.370415
80622,Galeton,CO,40.536158,-104.500735,-7,1,40.536158
81241,Pitkin,CO,38.607617,-106.52037,-7,1,38.607617
80474,Rollinsville,CO,39.908923,-105.57057,-7,1,39.908923
80215,Denver,CO,39.744437,-105.10441,-7,1,39.744437
80255,Denver,CO,39.738752,-104.408349,-7,1,39.738752
80002,Arvada,CO,39.795006,-105.0981,-7,1,39.795006
80545,Red Feather Lakes,CO,40.824993,-105.63525,-7,1,40.824993
80025,Eldorado Springs,CO,39.92926,-105.28863,-7,1,39.92926
81127,Chimney Rock,CO,37.218131,-107.34452,-7,1,37.218131
81221,Coal Creek,CO,38.36154,-105.14752,-7,1,38.36154
80542,Mead,CO,40.234505,-104.99747,-7,1,40.234505
80134,Parker,CO,39.508608,-104.78031,-7,1,39.508608
80212,Denver,CO,39.770336,-105.04688,-7,1,39.770336
81431,Redvale,CO,38.153484,-108.43921,-7,1,38.153484
81034,Crowley,CO,38.317851,-103.779959,-7,1,38.317851
80236,Denver,CO,39.652454,-105.04089,-7,1,39.652454
81522,Gateway,CO,38.715101,-109.01087,-7,1,38.715101
80138,Parker,CO,39.523171,-104.70607,-7,1,39.523171
81092,Wiley,CO,38.17924,-102.75161,-7,1,38.17924
80621,Fort Lupton,CO,40.090367,-104.79723,-7,1,40.090367
81201,Salida,CO,38.533464,-106.03468,-7,1,38.533464
80909,Colorado Springs,CO,38.851493,-104.77856,-7,1,38.851493
81064,Pritchett,CO,37.315497,-102.95462,-7,1,37.315497
82063,Jelm,CO,40.932966,-105.87705,-7,1,40.932966
80466,Nederland,CO,39.964486,-105.50805,-7,1,39.964486
80477,Steamboat Springs,CO,40.348242,-106.92691,-7,1,40.348242
80914,Colorado Springs,CO,38.819195,-104.701177,-7,1,38.819195
81610,Dinosaur,CO,40.334542,-108.76266,-7,1,40.334542
80977,Colorado Springs,CO,38.82469,-104.562027,-7,1,38.82469
80723,Brush,CO,40.23045,-103.60824,-7,1,40.23045
80209,Denver,CO,39.706535,-104.96698,-7,1,39.706535
80024,Dupont,CO,39.844685,-104.91851,-7,1,39.844685
80429,Climax,CO,39.225758,-106.311697,-7,1,39.225758
80701,Fort Morgan,CO,40.226357,-103.80625,-7,1,40.226357
80540,Lyons,CO,40.253033,-105.33762,-7,1,40.253033
80904,Colorado Springs,CO,38.850558,-104.86481,-7,1,38.850558
81225,Crested Butte,CO,38.901649,-106.96755,-7,1,38.901649
80244,Denver,CO,39.738752,-104.408349,-7,1,39.738752
80035,Westminster,CO,39.80797,-104.407918,-7,1,39.80797
80479,Toponas,CO,40.041288,-106.8557,-7,1,40.041288
81237,Ohio City,CO,38.590788,-106.602838,-7,1,38.590788
80744,Ovid,CO,40.888124,-102.3726,-7,1,40.888124
81067,Rocky Ford,CO,38.042083,-103.72231,-7,1,38.042083
80624,Gill,CO,40.481168,-104.5151,-7,1,40.481168
80749,Sedgwick,CO,40.86845,-102.54595,-7,1,40.86845
80296,Sherrelwood,CO,39.832432,-104.987535,-7,1,39.832432
80274,Denver,CO,39.743934,-104.987577,-7,1,39.743934
80911,Colorado Springs,CO,38.746807,-104.7232,-7,1,38.746807
80021,Broomfield,CO,39.881608,-105.09953,-7,1,39.881608
81323,Dolores,CO,37.515311,-108.45204,-7,1,37.515311
80439,Evergreen,CO,39.642572,-105.36812,-7,1,39.642572
81321,Cortez,CO,37.344985,-108.60355,-7,1,37.344985
81137,Ignacio,CO,37.099348,-107.64223,-7,1,37.099348
80834,Seibert,CO,39.315812,-102.88573,-7,1,39.315812
80133,Palmer Lake,CO,39.113371,-104.90493,-7,1,39.113371
80271,Denver,CO,39.738752,-104.408349,-7,1,39.738752
80908,Colorado Springs,CO,39.035216,-104.69575,-7,1,39.035216
80211,Denver,CO,39.767536,-105.01973,-7,1,39.767536
80476,Silver Plume,CO,39.695974,-105.73155,-7,1,39.695974
80126,Littleton,CO,39.544549,-104.96808,-7,1,39.544549
80223,Denver,CO,39.699156,-104.99999,-7,1,39.699156
80809,Cascade,CO,38.911701,-104.98731,-7,1,38.911701
80123,Littleton,CO,39.616114,-105.07393,-7,1,39.616114
80217,Denver,CO,39.738752,-104.408349,-7,1,39.738752
80827,Lake George,CO,39.031989,-105.46846,-7,1,39.031989
80006,Arvada,CO,39.522014,-105.223945,-7,1,39.522014
80721,Amherst,CO,40.681557,-102.16663,-7,1,40.681557
81655,Wolcott,CO,39.731182,-106.62705,-7,1,39.731182
80108,Castle Rock,CO,39.453833,-104.885409,-7,1,39.453833
80222,Denver,CO,39.669237,-104.92766,-7,1,39.669237
81052,Lamar,CO,38.08759,-102.61855,-7,1,38.08759
80303,Boulder,CO,39.989135,-105.22883,-7,1,39.989135
80139,Parker,CO,39.51474,-104.744145,-7,1,39.51474
80018,Aurora,CO,39.689244,-104.7166,-7,1,39.689244
80729,Grover,CO,40.877461,-104.22705,-7,1,40.877461
81227,Monarch,CO,38.545757,-106.243422,-7,1,38.545757
80614,Eastlake,CO,39.80797,-104.407918,-7,1,39.80797
80733,Hillrose,CO,40.340456,-103.51203,-7,1,40.340456
80000,Aurora,CO,39.669637,-104.773083,-7,1,39.669637
80030,Westminster,CO,39.830936,-105.03736,-7,1,39.830936
80279,Denver,CO,39.738752,-104.408349,-7,1,39.738752
80453,Idledale,CO,39.668426,-105.244245,-7,1,39.668426
80639,Greeley,CO,40.399281,-104.70172,-7,1,40.399281
80916,Colorado Springs,CO,38.808934,-104.73823,-7,1,38.808934
80727,Eckley,CO,40.086896,-102.48265,-7,1,40.086896
80046,Aurora,CO,39.738752,-104.408349,-7,1,39.738752
80813,Cripple Creek,CO,38.75604,-105.1497,-7,1,38.75604
81228,Granite,CO,39.030747,-106.256615,-7,1,39.030747
80734,Holyoke,CO,40.582954,-102.30451,-7,1,40.582954
81006,Pueblo,CO,38.243266,-104.52912,-7,1,38.243266
80433,Conifer,CO,39.514738,-105.31198,-7,1,39.514738
80291,Denver,CO,39.74394,-104.987577,-7,1,39.74394
80427,Central City,CO,39.804776,-105.53422,-7,1,39.804776
80646,Lucerne,CO,40.48243,-104.70542,-7,1,40.48243
81327,Lewis,CO,37.534825,-108.65188,-7,1,37.534825
81157,Pagosa Springs,CO,37.270438,-107.093153,-7,1,37.270438
80250,Denver,CO,39.738752,-104.408349,-7,1,39.738752
81329,Marvel,CO,37.092605,-108.125194,-7,1,37.092605
80011,Aurora,CO,39.739737,-104.80905,-7,1,39.739737
81320,Cahone,CO,37.696224,-108.78271,-7,1,37.696224
80116,Franktown,CO,39.355957,-104.7241,-7,1,39.355957
80446,Granby,CO,40.142434,-105.95502,-7,1,40.142434
80301,Boulder,CO,40.044385,-105.21928,-7,1,40.044385
80537,Loveland,CO,40.383636,-105.10349,-7,1,40.383636
81005,Pueblo,CO,38.235865,-104.66972,-7,1,38.235865
81240,Penrose,CO,38.439499,-105.02111,-7,1,38.439499
81030,Cheraw,CO,38.107901,-103.51113,-7,1,38.107901
80465,Morrison,CO,39.620748,-105.18121,-7,1,39.620748
81023,Beulah,CO,38.069421,-104.95609,-7,1,38.069421
81527,Whitewater,CO,38.833235,-108.58155,-7,1,38.833235
80306,Boulder,CO,40.102219,-105.384694,-7,1,40.102219
81120,Antonito,CO,37.086403,-106.08325,-7,1,37.086403
80132,Monument,CO,39.098692,-104.8684,-7,1,39.098692
80652,Roggen,CO,40.095142,-104.28784,-7,1,40.095142
80648,Nunn,CO,40.746862,-104.76208,-7,1,40.746862
80913,Colorado Springs,CO,38.743871,-104.76387,-7,1,38.743871
81401,Montrose,CO,38.436409,-107.8625,-7,1,38.436409
80151,Englewood,CO,39.738752,-104.408349,-7,1,39.738752
81435,Telluride,CO,37.932874,-107.88874,-7,1,37.932874
80160,Littleton,CO,39.738752,-104.408349,-7,1,39.738752
81231,Gunnison,CO,38.702309,-106.940201,-7,1,38.702309
80802,Arapahoe,CO,38.834807,-102.1746,-7,1,38.834807
80801,Anton,CO,39.727493,-103.10362,-7,1,39.727493
80930,Colorado Springs,CO,38.811434,-104.50403,-7,1,38.811434
81601,Glenwood Springs,CO,39.533318,-107.32107,-7,1,39.533318
80061,Westminster,CO,39.862286,-105.072049,-7,1,39.862286
80469,Phippsburg,CO,40.218412,-106.94494,-7,1,40.218412
80810,Cheyenne Wells,CO,38.846982,-102.37913,-7,1,38.846982
80254,Denver,CO,39.738752,-104.408349,-7,1,39.738752
81020,Aguilar,CO,37.400041,-104.66016,-7,1,37.400041
81128,Chromo,CO,37.086533,-106.75491,-7,1,37.086533
81428,Paonia,CO,38.877695,-107.58799,-7,1,38.877695
80041,Aurora,CO,39.738752,-104.408349,-7,1,39.738752
80026,Lafayette,CO,40.002156,-105.10036,-7,1,40.002156
81133,Fort Garland,CO,37.375698,-105.37293,-7,1,37.375698
80155,Englewood,CO,39.738752,-104.408349,-7,1,39.738752
81090,Walsh,CO,37.347009,-102.26776,-7,1,37.347009
81524,Loma,CO,39.238633,-108.78893,-7,1,39.238633
80136,Strasburg,CO,39.776934,-104.30997,-7,1,39.776934
80290,Denver,CO,39.744086,-104.98696,-7,1,39.744086
80863,Woodland Park,CO,38.996004,-105.06335,-7,1,38.996004
80950,Colorado Springs,CO,38.82469,-104.562027,-7,1,38.82469
80536,Livermore,CO,40.878334,-105.40415,-7,1,40.878334
80112,Englewood,CO,39.579454,-104.88288,-7,1,39.579454
80743,Otis,CO,40.215063,-102.95628,-7,1,40.215063
80208,Denver,CO,39.738752,-104.408349,-7,1,39.738752
80654,Wiggins,CO,40.196296,-104.07361,-7,1,40.196296
81236,Nathrop,CO,38.720234,-106.18801,-7,1,38.720234
80905,Colorado Springs,CO,38.837542,-104.83632,-7,1,38.837542
81420,Lazear,CO,38.781745,-107.780778,-7,1,38.781745
81430,Placerville,CO,38.08677,-108.00332,-7,1,38.08677
80623,Gilcrest,CO,40.28319,-104.77878,-7,1,40.28319
81418,Eckert,CO,38.842439,-107.96085,-7,1,38.842439
80261,Denver,CO,39.737929,-104.985036,-7,1,39.737929
80252,Denver,CO,39.738752,-104.408349,-7,1,39.738752
80227,Denver,CO,39.668576,-105.09191,-7,1,39.668576
80015,Aurora,CO,39.623896,-104.77723,-7,1,39.623896
80241,Denver,CO,39.929566,-104.94931,-7,1,39.929566
81424,Nucla,CO,38.29545,-108.50164,-7,1,38.29545
81646,Molina,CO,39.139927,-108.00498,-7,1,39.139927
80511,Estes Park,CO,40.628112,-105.569245,-7,1,40.628112
81427,Ouray,CO,38.016388,-107.67438,-7,1,38.016388
80535,Laporte,CO,40.67069,-105.17388,-7,1,40.67069
80726,Crook,CO,40.888254,-102.78823,-7,1,40.888254
80040,Aurora,CO,39.80797,-104.407918,-7,1,39.80797
80480,Walden,CO,40.621621,-106.24457,-7,1,40.621621
81129,Conejos,CO,37.101134,-106.02648,-7,1,37.101134
81647,New Castle,CO,39.567059,-107.54974,-7,1,39.567059
80754,Stoneham,CO,40.686028,-103.65736,-7,1,40.686028
80104,Castle Rock,CO,39.385141,-104.85962,-7,1,39.385141
80603,Lochbuie,CO,39.943831,-104.629665,-7,1,39.943831
80960,Colorado Springs,CO,38.82469,-104.562027,-7,1,38.82469
80307,Boulder,CO,40.087835,-105.373507,-7,1,40.087835
81628,El Jebel,CO,39.39787,-107.089239,-7,1,39.39787
80481,Ward,CO,40.10613,-105.48044,-7,1,40.10613
81657,Vail,CO,39.634566,-106.37077,-7,1,39.634566
81652,Silt,CO,39.508481,-107.66873,-7,1,39.508481
81642,Meredith,CO,39.342438,-106.63444,-7,1,39.342438
80942,Colorado Springs,CO,38.82469,-104.562027,-7,1,38.82469
80204,Denver,CO,39.734686,-105.01966,-7,1,39.734686
80902,Colorado Springs,CO,38.942365,-104.807081,-7,1,38.942365
81038,Fort Lyon,CO,37.955547,-103.072469,-7,1,37.955547
81504,Grand Junction,CO,39.085481,-108.49019,-7,1,39.085481
80161,Littleton,CO,39.738752,-104.408349,-7,1,39.738752
80601,Brighton,CO,39.973251,-104.82407,-7,1,39.973251
80115,Aurora,CO,39.636562,-104.82093,-7,1,39.636562
80135,Sedalia,CO,39.340969,-105.05404,-7,1,39.340969
81503,Grand Junction,CO,39.059221,-108.58311,-7,1,39.059221
80129,Littleton,CO,39.539556,-105.009739,-7,1,39.539556
80631,Greeley,CO,40.421845,-104.69175,-7,1,40.421845
80524,Fort Collins,CO,40.606962,-105.05106,-7,1,40.606962
80468,Parshall,CO,39.967717,-106.16205,-7,1,39.967717
80249,Denver,CO,39.793686,-104.73913,-7,1,39.793686
80943,Colorado Springs,CO,38.82469,-104.562027,-7,1,38.82469
80118,Larkspur,CO,39.206652,-104.90983,-7,1,39.206652
81251,Twin Lakes,CO,39.096394,-106.32916,-7,1,39.096394
80501,Longmont,CO,40.171484,-105.10033,-7,1,40.171484
81015,Pueblo,CO,38.128626,-104.552299,-7,1,38.128626
81074,Starkville,CO,37.121029,-104.523155,-7,1,37.121029
80444,Georgetown,CO,39.694915,-105.7258,-7,1,39.694915
81130,Creede,CO,37.705276,-106.95429,-7,1,37.705276
81089,Walsenburg,CO,37.621071,-104.80456,-7,1,37.621071
81066,Red Wing,CO,37.730256,-105.31806,-7,1,37.730256
81144,Monte Vista,CO,37.569501,-106.14946,-7,1,37.569501
80918,Colorado Springs,CO,38.916226,-104.76602,-7,1,38.916226
80047,Aurora,CO,39.738752,-104.408349,-7,1,39.738752
80103,Byers,CO,39.746563,-104.17162,-7,1,39.746563
81041,Granada,CO,37.962678,-102.33025,-7,1,37.962678
81004,Pueblo,CO,38.197344,-104.6331,-7,1,38.197344
81525,Mack,CO,39.244427,-108.93781,-7,1,39.244427
80903,Colorado Springs,CO,38.834282,-104.81654,-7,1,38.834282
81632,Edwards,CO,39.620748,-106.6148,-7,1,39.620748
80422,Black Hawk,CO,39.813744,-105.50875,-7,1,39.813744
81211,Buena Vista,CO,38.867111,-106.14664,-7,1,38.867111
80459,Kremmling,CO,40.14711,-106.42854,-7,1,40.14711
80919,Colorado Springs,CO,38.925451,-104.85255,-7,1,38.925451
81152,San Luis,CO,37.134458,-105.54778,-7,1,37.134458
81602,Glenwood Springs,CO,39.511742,-107.325336,-7,1,39.511742
80110,Englewood,CO,39.646847,-104.99076,-7,1,39.646847
81656,Woody Creek,CO,39.30179,-106.81878,-7,1,39.30179
80251,Denver,CO,39.738752,-104.408349,-7,1,39.738752
81087,Vilas,CO,37.377938,-102.42882,-7,1,37.377938
80543,Milliken,CO,40.332926,-104.85394,-7,1,40.332926
80426,Burns,CO,39.885527,-106.93018,-7,1,39.885527
80736,Iliff,CO,40.798956,-103.04649,-7,1,40.798956
81301,Durango,CO,37.295888,-107.84945,-7,1,37.295888
80521,Fort Collins,CO,40.586282,-105.10494,-7,1,40.586282
81521,Fruita,CO,39.159971,-108.72071,-7,1,39.159971
80281,Denver,CO,39.74394,-104.987577,-7,1,39.74394
80463,McCoy,CO,39.912186,-106.74302,-7,1,39.912186
81233,Howard,CO,38.442267,-105.85054,-7,1,38.442267
81637,Gypsum,CO,39.690233,-107.02552,-7,1,39.690233
80037,Commerce City,CO,39.80797,-104.407918,-7,1,39.80797
80233,Denver,CO,39.903043,-104.9544,-7,1,39.903043
80832,Ramah,CO,39.034273,-104.07125,-7,1,39.034273
81639,Hayden,CO,40.48806,-107.26093,-7,1,40.48806
80487,Steamboat Springs,CO,40.502772,-106.87521,-7,1,40.502772
81253,Wetmore,CO,38.186991,-105.07615,-7,1,38.186991
81125,Center,CO,37.773899,-106.08966,-7,1,37.773899
81063,Ordway,CO,38.253191,-103.76209,-7,1,38.253191
81146,Mosca,CO,37.620038,-105.73101,-7,1,37.620038
80001,Arvada,CO,39.522014,-105.223945,-7,1,39.522014
80928,Colorado Springs,CO,38.629157,-104.45068,-7,1,38.629157
80438,Empire,CO,39.762835,-105.71302,-7,1,39.762835
80643,Keenesburg,CO,40.078242,-104.49916,-7,1,40.078242
81073,Springfield,CO,37.409787,-102.61726,-7,1,37.409787
80401,Golden,CO,39.735745,-105.19337,-7,1,39.735745
80816,Florissant,CO,38.876897,-105.30711,-7,1,38.876897
81654,Snowmass,CO,39.254607,-106.97888,-7,1,39.254607
81520,Clifton,CO,39.085981,-108.44444,-7,1,39.085981
80165,Littleton,CO,39.738752,-104.408349,-7,1,39.738752
81425,Olathe,CO,38.605432,-108.0098,-7,1,38.605432
80917,Colorado Springs,CO,38.888394,-104.73975,-7,1,38.888394
80117,Kiowa,CO,39.382543,-104.42847,-7,1,39.382543
80473,Rand,CO,40.455817,-106.20137,-7,1,40.455817
80945,Colorado Springs,CO,38.82469,-104.562027,-7,1,38.82469
81252,Westcliffe,CO,38.130741,-105.45798,-7,1,38.130741
81501,Grand Junction,CO,39.072831,-108.55,-7,1,39.072831
80038,Broomfield,CO,40.087835,-105.373507,-7,1,40.087835
80275,Denver,CO,39.738752,-104.408349,-7,1,39.738752
81021,Arlington,CO,38.414313,-103.37824,-7,1,38.414313
80722,Atwood,CO,40.53158,-103.26151,-7,1,40.53158
80937,Colorado Springs,CO,38.82469,-104.562027,-7,1,38.82469
80931,Colorado Springs,CO,38.953003,-104.60923,-7,1,38.953003
80028,Louisville,CO,40.087835,-105.373507,-7,1,40.087835
80921,Colorado Springs,CO,39.044969,-104.83755,-7,1,39.044969
81014,Pueblo,CO,38.128626,-104.552299,-7,1,38.128626
80808,Calhan,CO,38.977375,-104.32017,-7,1,38.977375
80428,Clark,CO,40.854473,-106.92438,-7,1,40.854473
81326,Hesperus,CO,37.131282,-108.15728,-7,1,37.131282
81243,Powderhorn,CO,38.249778,-107.15542,-7,1,38.249778
80259,Denver,CO,39.746239,-104.991334,-7,1,39.746239
80551,Windsor,CO,40.464092,-104.885116,-7,1,40.464092
80747,Peetz,CO,40.964518,-103.11162,-7,1,40.964518
81615,Snowmass Village,CO,39.214104,-106.94528,-7,1,39.214104
80513,Berthoud,CO,40.294423,-105.08431,-7,1,40.294423
81102,Alamosa,CO,37.476026,-105.881779,-7,1,37.476026
81411,Bedrock,CO,38.318109,-108.92858,-7,1,38.318109
80033,Wheat Ridge,CO,39.774341,-105.10036,-7,1,39.774341
80926,Colorado Springs,CO,38.652352,-104.87298,-7,1,38.652352
80467,Oak Creek,CO,40.266778,-106.92849,-7,1,40.266778
80910,Colorado Springs,CO,38.813044,-104.77158,-7,1,38.813044
81124,Capulin,CO,37.291966,-106.12085,-7,1,37.291966
80995,Colorado Springs,CO,38.82469,-104.562027,-7,1,38.82469
80804,Arriba,CO,39.317411,-103.24869,-7,1,39.317411
81033,Crowley,CO,38.193627,-103.85543,-7,1,38.193627
80503,Longmont,CO,40.156035,-105.17365,-7,1,40.156035
81141,Manassa,CO,37.144944,-105.90161,-7,1,37.144944
80234,Denver,CO,39.9091,-105.00829,-7,1,39.9091
80280,Denver,CO,39.716675,-104.906942,-7,1,39.716675
80430,Coalmont,CO,40.436948,-106.49424,-7,1,40.436948
80920,Colorado Springs,CO,38.952366,-104.76701,-7,1,38.952366
80302,Boulder,CO,40.020885,-105.29673,-7,1,40.020885
80512,Bellvue,CO,40.700258,-105.64876,-7,1,40.700258
80475,Shawnee,CO,39.439493,-105.602959,-7,1,39.439493
80447,Grand Lake,CO,40.23832,-105.84688,-7,1,40.23832
80034,Wheat Ridge,CO,39.522014,-105.223945,-7,1,39.522014
81331,Pleasant View,CO,37.590205,-108.76998,-7,1,37.590205
80757,Woodrow,CO,39.836887,-103.61156,-7,1,39.836887
80020,Broomfield,CO,39.93404,-105.05454,-7,1,39.93404
80424,Breckenridge,CO,39.478893,-106.03747,-7,1,39.478893
80820,Guffey,CO,38.783844,-105.63616,-7,1,38.783844
80257,Denver,CO,39.738752,-104.408349,-7,1,39.738752
81325,Egnar,CO,38.027131,-108.83162,-7,1,38.027131
81650,Rifle,CO,39.603225,-107.89755,-7,1,39.603225
80044,Aurora,CO,39.738752,-104.408349,-7,1,39.738752
80205,Denver,CO,39.758986,-104.96678,-7,1,39.758986
81638,Hamilton,CO,40.298366,-107.51756,-7,1,40.298366
80256,Denver,CO,39.74739,-104.992842,-7,1,39.74739
81653,Slater,CO,40.929768,-107.18886,-7,1,40.929768
80805,Bethune,CO,39.302035,-102.44357,-7,1,39.302035
81649,Red Cliff,CO,39.451885,-106.32403,-7,1,39.451885
80497,Silverthorne,CO,39.641146,-106.108002,-7,1,39.641146
80226,Denver,CO,39.71222,-105.08918,-7,1,39.71222
80262,Denver,CO,39.731038,-104.938391,-7,1,39.731038
80228,Denver,CO,39.688278,-105.14558,-7,1,39.688278
81641,Meeker,CO,40.042797,-107.92158,-7,1,40.042797
81007,Pueblo,CO,38.333601,-104.74329,-7,1,38.333601
80322,Boulder,CO,40.087835,-105.373507,-7,1,40.087835
80106,Elbert,CO,39.148692,-104.5635,-7,1,39.148692
80166,Littleton,CO,39.738752,-104.408349,-7,1,39.738752
81039,Fowler,CO,38.002861,-104.03445,-7,1,38.002861
80758,Wray,CO,40.064734,-102.21336,-7,1,40.064734
80550,Windsor,CO,40.47997,-104.90227,-7,1,40.47997
80510,Allenspark,CO,40.223935,-105.52421,-7,1,40.223935
81310,Durango,CO,37.28211,-107.856609,-7,1,37.28211
80128,Littleton,CO,39.576838,-105.07882,-7,1,39.576838
80308,Boulder,CO,40.027672,-105.3868,-7,1,40.027672
80310,Boulder,CO,40.087835,-105.373507,-7,1,40.087835
81232,Hillside,CO,38.285533,-105.642451,-7,1,38.285533
80005,Arvada,CO,39.843304,-105.11896,-7,1,39.843304
80650,Pierce,CO,40.637244,-104.75847,-7,1,40.637244
81055,La Veta,CO,37.499829,-105.02943,-7,1,37.499829
81636,Battlement Mesa,CO,39.430535,-108.023924,-7,1,39.430535
80440,Fairplay,CO,39.22106,-106.0065,-7,1,39.22106
81626,Craig,CO,40.667669,-107.783276,-7,1,40.667669
80292,Denver,CO,39.74739,-104.992842,-7,1,39.74739
